"bateria","Tem_Instr_Violao_Viola","Tem_Instr_Guitarra","Tem_Instr_Cavaco","Tem_Instr_Sintetizador_Teclado","Tem_Instr_Piano","Tem_Instr_Metais","Tem_Instr_Madeiras","Tem_Instr_Cordas","BPM","VolMedio","PctCantada","PctRap","duracao","ano_lancamento","modo","gostou","data_curtida","n_reproducao","id_cliente"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,131.313186026414,-7.52897161328309,75.2638059149565,0,247173,2000,"a",TRUE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,119.80084739043,-7.87488413784434,40.3163129799967,0,187458,1979,"N/A",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,116.011734259058,-9.60625454777582,74.3962039739995,0,245509,2021,"G",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,72.6243058274733,-12.5507337378647,71.8272357185815,0,196870,2017,"c#",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,149.805129171548,-5.3797400265704,71.5041867661265,26.6540975405693,312612,1989,"a#",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,114.759012307662,-8.13569738492987,74.289862797035,21.9053505999911,175521,2015,"A#",FALSE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,159.19585210382,-6.39050356937584,60.3925648416628,0,170915,2021,"A",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,114.965784463948,-7.40035879399678,74.5018496583377,0,194852,2014,"D",TRUE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,102.046234019818,-7.84459975097998,20.3154282193271,53.5755577664601,229606,2010,"a",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,124.512575278773,-9.32431647077723,68.2438010210219,0,160728,2015,"F",TRUE,"2021-07-29",6,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,114.000112940977,-10.5373590753005,74.8657074820012,0,342430,2021,"f",FALSE,"2021-07-29",5,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,84.9280008888068,-14.4381075409576,77.0679388177182,0,172378,2021,"G",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,88.9626100422536,-11.11769031348,82.4330033200435,0,222564,2021,"C",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,64.3573343401983,-8.44006149620759,78.3217808269892,0,205336,2016,"A#",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,138.100936149839,-10.585270176237,74.9559185058793,56.211707051304,269525,1980,"D#",FALSE,"2021-07-29",5,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,84.3830050422381,-14.4411595435209,77.3428408938103,0,107951,2021,"d",FALSE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,127.234250571423,-7.67854305415609,54.1133095200562,0,191195,2018,"C",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,108.293131534517,-6.78850301771623,22.8009368376642,72.0281366340297,211052,2003,"g#",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,90.0090325127352,-6.45630502877751,76.526664371985,0,251832,2011,"B",TRUE,"2021-07-29",1,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,80.5583681288164,-12.8125655025004,71.9829337745608,0,181651,2019,"d#",FALSE,"2021-07-29",4,"#ID4940"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,115.345874599125,-6.83853588385734,72.9602736211016,14.9809040818114,301888,1997,"F",FALSE,"2021-07-29",1,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,112.820610740382,-8.82313806950895,80.8544725639873,0,187395,2014,"D",TRUE,"2021-07-29",6,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,90.4472048426213,-5.63787102527832,77.7347139542286,0,246121,2020,"F",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,149.987305500642,-8.02251575310041,63.6072693334425,36.4620978835589,330824,1963,"a",TRUE,"2021-07-29",1,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,113.701720865801,-9.65337345589977,67.1143322097432,0,172681,2013,"A",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,143.722990788353,-9.23174831850645,64.1393257017527,40.883877217844,347747,1976,"c",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,135.452955376691,-7.5417353251547,86.6157576440369,25.3972415957814,183832,2007,"f",FALSE,"2021-07-29",1,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,92.4643755275374,-8.30399171902961,21.1357360048483,70.421293428979,222091,2014,"f",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,138.527966893016,-7.65727126575529,61.4706915056301,0,336635,1985,"C",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,107.588392890142,-7.72777498350512,13.2155552762204,55.89515954756,171130,2008,"d",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,95.1095817609879,-6.17645964059988,21.7045718274635,80.8622691973781,231241,2009,"b",TRUE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,155.423951857395,-6.13246456916467,62.8208282039257,0,231987,2020,"D",FALSE,"2021-07-29",1,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,120.087911888881,-12.8392407264284,36.3620874432098,0,405464,1985,"d#",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,118.049995262011,-8.78845820997521,26.7350293051454,0,381110,1973,"E",FALSE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,144.105600695685,-8.30770839296796,70.9623922318728,20.5044480899688,204667,2000,"G",FALSE,"2021-07-29",5,"#ID4940"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,120.733417723955,-7.32725277289664,71.1102804794977,23.4332653940573,234128,2009,"c",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90.9644375175947,-9.89527469488512,67.740298540195,0,174700,2017,"C#",TRUE,"2021-07-29",6,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,87.1470023214987,-17.4239822730569,66.9110194067467,0,177384,2021,"A#",FALSE,"2021-07-29",1,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,121.215431322089,-9.14023669740478,72.3845222378313,0,227520,2001,"f",TRUE,"2021-07-29",4,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,120.51365900892,-10.0886713652394,75.0270770824964,0,231708,1986,"a",TRUE,"2021-07-29",5,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,85.2189174812935,-5.97609001371335,53.8182357583619,0,164455,2020,"c#",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,80.2801119275264,-10.2582759405846,70.8812619668625,0,173465,2017,"N/A",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,96.5591292027673,-7.94693841007708,59.364389643922,0,213032,2019,"b",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,124.044976781495,-9.30343525980233,34.8870853730711,0,393331,1983,"d#",TRUE,"2021-07-29",4,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88.0715423428284,-7.91593427285171,77.4015285059689,0,174032,2015,"c",TRUE,"2021-07-29",8,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,123.467431027079,-10.3104164515066,69.5253085875447,38.3687700250728,220979,2006,"E",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,135.423564034112,-6.40187566062439,62.4630769967671,0,154134,2021,"e",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,119.289438443296,-7.18365172747408,43.6419823666629,0,163297,1976,"D#",TRUE,"2021-07-29",1,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,74.2356157175052,-12.6606867200645,76.8671833378265,0,245785,2020,"N/A",TRUE,"2021-07-29",4,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,99.8738945013182,-11.6949455705803,80.5531197718054,0,251263,2004,"e",TRUE,"2021-07-29",7,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,107.863435133841,-7.50449457987187,83.3345254302094,0,222673,1988,"e",TRUE,"2021-07-29",7,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,78.0398488931888,-17.3935443272484,76.376337817534,0,215878,2021,"d#",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111.469379635018,-6.36994289361526,75.4325855560713,0,155541,2013,"D",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,120.299558573657,-7.27841732445738,68.5685329811995,44.2091228991614,150782,1975,"f",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,117.738280297716,-7.70260722809163,78.0181318818225,24.2791896533144,215944,2021,"N/A",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,108.420328758483,-9.3290420969517,76.2512225494513,0,196285,2009,"F",TRUE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,101.321428810489,-5.83306196970807,16.1888568863889,79.8783741000072,234777,1998,"f",TRUE,"2021-07-29",4,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,109.463689344508,-5.84865946267311,78.2182794114162,0,191074,2007,"G#",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,112.121159781823,-12.1584136241298,74.1432829797191,0,232284,2005,"f",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,107.036495908171,-7.21503460727962,81.8613598447668,19.2091054621017,231858,2005,"G#",TRUE,"2021-07-29",1,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,105.763127147872,-7.69878678934652,68.5983608677404,19.5448571536544,189760,2005,"D",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,114.15781123159,-7.71728772975819,74.4878787579084,0,134745,2005,"c",TRUE,"2021-07-29",4,"#ID4940"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,162.479887060734,-6.32622313413984,66.7558544539413,0,140710,2021,"C",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,132.308263070753,-8.15888202033136,71.9513036719701,0,264496,2019,"C#",FALSE,"2021-07-29",1,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73.9858451644752,-8.31480849721387,73.5866318434299,0,184819,2016,"D",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,106.161218542405,-5.80550870837644,18.0191800676296,89.352819950627,196016,1993,"A",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,91.8651440371802,-6.66692544622576,15.6145701311254,69.3991800179452,246240,1992,"e",TRUE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,104.508834843269,-6.94876452892926,76.9194350063274,15.3096631371725,208804,2021,"D",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,101.51020929808,-6.43752289234919,21.5785010616163,66.238922242628,236650,2010,"e",FALSE,"2021-07-29",1,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,127.286064540646,-6.42905367770819,76.3108317489566,21.8614941824361,291087,2013,"A#",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58.260435895714,-10.5645792372945,81.0254604538819,0,172698,2012,"A",FALSE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,152.964293655678,-5.8632837386621,64.7849187843074,0,249349,2021,"d#",FALSE,"2021-07-29",1,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,149.191714087946,-8.99859503957997,66.3023641817951,0,396553,1999,"A#",TRUE,"2021-07-29",2,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,114.613402627693,-12.6524081192483,32.2584538066824,0,362335,1977,"D",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,124.31653803376,-5.43227983689148,65.6252389727654,0,323347,1958,"N/A",FALSE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,156.757594725822,-6.215472233964,53.2554511021698,0,208218,2019,"c",FALSE,"2021-07-29",4,"#ID4940"
"Eletrônica",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,162.056468127996,-6.06609592408439,62.3162693443805,19.357398447929,182796,2021,"d",FALSE,"2021-07-29",3,"#ID4940"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,112.894185011547,-7.47488131038652,80.0065404444125,0,349464,2013,"D#",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,117.839182136336,-9.76497127203735,76.205398451748,0,184602,2015,"F",FALSE,"2021-07-29",6,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,111.568589280227,-6.69698680688721,60.410905751634,0,228030,2020,"f#",FALSE,"2021-07-29",4,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,144.961391065439,-6.00978299071251,57.0549159681891,20.319081556733,135670,2020,"e",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,119.627874611961,-6.56578139944284,69.0806677341362,28.0989933053317,185042,1951,"C",FALSE,"2021-07-29",6,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,121.865446815329,-7.2557652194673,51.4951255520889,0,186525,2019,"a",TRUE,"2021-07-29",2,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,54.7198561577629,-22.8778388795707,0,0,349386,2002,"D",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,85.8935948822106,-7.90625610247897,21.6235922682714,47.5816427994205,212806,2014,"f",FALSE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85.1291212774403,-4.0852862798058,67.8725837064455,0,146513,2016,"C#",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,91.9344348852439,-13.275857540637,84.0824194549379,0,186770,2021,"b",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,125.86680615138,-5.5967401414965,24.7150801712574,0,530328,1954,"g#",TRUE,"2021-07-29",5,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,117.053125476718,-7.01242064697724,78.9453431183775,21.4441719057666,206596,2017,"C#",FALSE,"2021-07-29",5,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,94.5825269314625,-6.43742188087487,26.9310108558418,73.7895823968401,173615,2007,"B",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,125.587979011032,-8.97873694870229,51.8642196798127,0,372388,1945,"N/A",TRUE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,120.805520106656,-5.26328511844848,66.4918766259267,0,176151,2021,"a",FALSE,"2021-07-29",1,"#ID4940"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,113.775632358883,-7.21347315749747,73.0136259000041,19.5514004210058,178066,2002,"d",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,123.646149540654,-14.5250155141005,15.6037227910302,0,248781,1970,"d",TRUE,"2021-07-29",6,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,116.112142664296,-19.3382889729108,0,0,211303,2016,"N/A",FALSE,"2021-07-29",1,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,133.143591244084,-6.18589401946231,67.2956947541655,38.8371654384734,301709,1986,"D",FALSE,"2021-07-29",1,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,122.845061822743,-8.11515482467967,34.2081622374852,0,559733,1979,"d#",TRUE,"2021-07-29",5,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,167.87417630795,-7.19143402469211,74.4556091733489,0,249168,1986,"a#",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,87.1765353379173,-8.09277816649633,71.8093884216866,0,194573,2020,"d",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,100.862999028778,-6.54166919484484,61.8828139597641,0,177146,2014,"G",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,122.383665302003,-12.6051078495297,30.4965757159314,0,130144,1962,"d#",TRUE,"2021-07-29",6,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,131.921245600276,-15.4668250881092,46.958819422792,0,367239,1977,"N/A",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,120.62325693718,-14.1536252476137,41.7072858592804,0,446306,1933,"d",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,81.064337294874,-8.41126964222887,74.652082407588,0,139224,2013,"a#",FALSE,"2021-07-29",6,"#ID4940"
"Acústica",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,82.7420937362649,-7.74060824095696,74.6484748221761,0,168435,2015,"D#",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,128.973844347885,-3.61002908048823,67.6541190047771,0,364228,1974,"A",FALSE,"2021-07-29",4,"#ID4940"
"Nenhuma",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,122.312681389543,-7.03442014468985,75.7411376612392,0,130455,2021,"g#",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,93.4560251602143,-6.38960908211014,20.1379406449169,57.3437211324344,329110,2010,"c#",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,119.040667114672,-8.17904001491024,67.9503611531491,22.1640005324399,265109,1976,"G",FALSE,"2021-07-29",4,"#ID4940"
"Nenhuma",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,103.368874785186,-7.00299421487802,73.3775654651014,0,92840,2011,"D#",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,88.9047654597097,-6.88691391246709,26.5822950834666,54.1171055273542,205307,2005,"d",FALSE,"2021-07-29",4,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,100.167367564015,-7.94630317144794,18.7969620047026,74.2810504515077,221330,1990,"g#",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,94.4012851742702,-7.36139146618471,20.3577712129612,69.5034156567206,242847,2004,"c#",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,121.212976969496,-8.11101826416486,78.9898636571399,24.3364006713384,229417,2016,"f#",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,90.2294807023932,-12.6197895514242,72.0638507014517,0,202964,2020,"C",FALSE,"2021-07-29",2,"#ID4940"
"Acústica",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,78.0204610806153,-4.97856805557144,65.366827357374,0,183907,2014,"G",FALSE,"2021-07-29",6,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,112.726038165428,-6.50029603272422,21.7740091634417,62.7628108650612,178116,2001,"e",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,170.171537503768,-5.58516995382143,47.1680489736127,0,128755,2020,"C",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,92.8261561664394,-6.9065943229997,12.4592799652234,67.5912164708491,240683,2011,"d",TRUE,"2021-07-29",4,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,123.196031882397,-11.0204898238061,43.3517976833687,0,584692,2008,"G#",TRUE,"2021-07-29",5,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,106.879998558727,-6.26738252220023,21.7700205976923,64.1827819252807,250400,2009,"g",FALSE,"2021-07-29",2,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,167.651506351603,-5.91700995018629,51.0369928938226,20.7732323496132,194358,2021,"F#",FALSE,"2021-07-29",4,"#ID4940"
"Nenhuma",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,94.2178849894419,-23.8337181478957,0,0,95275,2010,"N/A",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,125.518568950987,-6.02506074582587,79.6077008978395,0,267726,1993,"f",FALSE,"2021-07-29",5,"#ID4940"
"Acústica",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,123.530589424861,-9.15274966636968,79.3446232800943,0,135152,2006,"d#",FALSE,"2021-07-29",3,"#ID4940"
"Eletrônica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,154.827088478304,-6.74810508366207,59.3437792289391,0,148641,2021,"A",TRUE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,101.417788481868,-9.44393202943789,78.4179646793972,0,147950,2020,"D#",FALSE,"2021-07-29",3,"#ID4940"
"Acústica",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,105.592587035499,-7.82271279652238,20.1557226550931,62.2140117420613,249816,2005,"d#",TRUE,"2021-07-29",6,"#ID4940"
